,Unnamed: 0,DR_NO,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON,year,month,hour,crime_type,theft,vehicular
426415,426415,220315448,2000,2,Southwest,153,0,15,BURGLARY FROM VEHICLE,0344 1822 1300,38,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,4200    DON LUIS                     DR,BROADWAY,2088,3130,2,7,20,0,0,1
142134,142134,201212999,1900,11,77th Street,651,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 1814 2000 1276,16,0,7,2,ALLEY,73,VERBAL THREAT,3,Invest Cont,123,S  FLORENCE                     AV,E  CRENSHAW                     BL,1776,3264,0,4,19,0,0,0
341448,341448,220614921,100,5,Hollywood,300,0,15,BURGLARY FROM VEHICLE,0344 1822 1501 1300 1307 0329 1609,21,0,17,132,CONDOMINIUM/TOWNHOUSE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,6000    BARTON                       AV,BROADWAY,2911,3329,2,7,1,0,0,1
507695,507695,232014761,1900,19,Olympic,1094,0,4,ROBBERY,0216 1822 0344 0400 0416 0446 0417 0369 0355 0432,43,0,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,4,100 N  NORMANDIE                    AV,BROADWAY,2759,3569,3,7,19,1,0,0
471435,471435,220608251,1810,5,Hollywood,280,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0361 0913 0329,24,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,79,2000    PARAMOUNT                    DR,BROADWAY,3107,3171,2,3,18,0,0,0
680809,680809,241104647,2243,10,Northeast,608,0,24,PICKPOCKET,0344 1205,21,0,17,187,NIGHT CLUB (OPEN EVENINGS ONLY),61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,24,4200 W  SUNSET                       BL,BROADWAY,2969,3755,4,0,22,0,0,0
450465,450465,220711172,2320,6,Wilshire,322,1,60,BATTERY - SIMPLE ASSAULT,0913 0416 0446 0417,50,2,7,53,OTHER BUSINESS,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,400 N  FAIRFAX                      AV,BROADWAY,2813,2878,2,6,23,1,0,0
415688,415688,220221207,1100,1,Rampart,73,1,60,BATTERY - SIMPLE ASSAULT,1824 0913 0400,13,2,7,156,ELEMENTARY SCHOOL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,1500 W  2ND                          ST,BROADWAY,2641,3958,2,11,11,1,0,0
308993,308993,212006844,1410,19,Olympic,1097,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,37,2,17,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,N  HOOVER                       ST,COUNCIL,2780,3735,1,2,14,0,0,0
636290,636290,231009901,1312,9,West Valley,554,0,13,BURGLARY,0344 1609 0358 1822 0329 0352 0209,50,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,19200    ROSITA                       ST,BROADWAY,3581,1065,3,5,13,0,1,0
471945,471945,220516924,1800,4,Harbor,258,0,2,"RAPE, FORCIBLE",1817 0519 0515 0516 0527 0541 0913 1402 1218,41,0,2,128,HOTEL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,2,400 S  PACIFIC                      AV,BROADWAY,262,3649,2,11,18,0,0,0
41620,41620,200312523,2040,2,Southwest,154,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0416 0447 2002 1821,27,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,5100 S  VICTORIA                     AV,BROADWAY,1988,3251,0,5,20,1,0,0
279586,279586,210617823,1310,5,Hollywood,296,0,84,BRANDISH WEAPON,1822 0416 0400 0334 1300 0919,26,0,2,0,STREET,40,MACHETE,3,Invest Cont,61,LAS PALMAS,DE LONGPRE,2993,3210,1,9,13,1,0,0
400908,400908,220514020,1115,4,Harbor,258,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 0360,72,2,2,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,79,600 W  2ND                          ST,BROADWAY,271,3672,2,8,11,0,0,0
522251,522251,231112839,1250,10,Northeast,573,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,23,2,7,129,OTHER RESIDENCE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,2200    NORWALK                      AV,BROADWAY,3356,4412,3,7,12,0,0,0
43864,43864,201208947,730,11,77th Street,636,1,63,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0446 1251 1259 1822,13,2,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,64,WESTERN                      AV,54TH                         ST,1964,3484,0,2,7,0,0,0
189681,189681,210908021,1700,8,Van Nuys,488,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0349 1265 1420 1822,69,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,5000    WOODMAN                      AV,BROADWAY,3634,2174,1,3,17,0,1,0
490390,490390,231218648,820,11,77th Street,648,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,0448 2000 0913 1814 0429 0416 0417 0400,48,0,2,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,63,70TH                         ST,RAYMOND                      AV,1793,3592,3,7,8,1,0,0
573551,573551,230222665,1750,1,Rampart,56,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0361 0913 0432 0421 0903 2036 2053 1528,58,2,12,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",73,VERBAL THREAT,3,Invest Cont,123,1400    MALTMAN                      AV,BROADWAY,2915,3796,3,11,17,0,0,0
481682,481682,221611651,2212,15,Foothill,866,1,109,VIOLATION OF COURT ORDER,0913 2038,48,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,110,11100    TELFAIR                      AV,BROADWAY,4744,2233,2,7,22,0,0,0
98729,98729,201909684,1200,18,Mission,1031,1,26,THEFT OF IDENTITY,1822 0377 0930,44,2,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,13300    CRANSTON                     AV,BROADWAY,5152,2375,0,3,12,0,1,0
584882,584882,230308909,1335,2,Southwest,138,0,38,THEFT PLAIN - PETTY ($950 & UNDER),1275 1822 0344 0394 0385,16,2,7,131,ABANDONED BUILDING ABANDONED HOUSE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,1700 W  35TH                         ST,BROADWAY,2277,3484,3,2,13,0,1,0
337512,337512,220110046,1730,0,Central,37,0,15,BURGLARY FROM VEHICLE,1414 1307 0329 1822 1609 0344,30,0,5,17,CONSTRUCTION SITE,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,INDUSTRIAL,ALAMEDA,2389,4228,2,3,17,0,0,1
626167,626167,230614959,900,5,Hollywood,287,0,13,BURGLARY,1100 2034 1822 0314 2004 1501 1402 1407,42,0,17,126,SINGLE FAMILY DWELLING,62,UNKNOWN WEAPON/OTHER WEAPON,0,Adult Arrest,13,2000    HOLLY HILL                   TR,BROADWAY,3103,3251,3,8,9,0,1,0
553901,553901,230218155,1800,1,Rampart,91,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 0913 0602 0360 0329 2024,60,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5,Juv Other,79,700 S  UNION                        AV,BROADWAY,2562,3835,3,8,18,0,0,0
154539,154539,211007925,2200,9,West Valley,524,0,4,ROBBERY,0446 0906 0371 1822 0355 0400 0416 0344 0352 0354,24,2,17,8,PARK/PLAYGROUND,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,4,ETIWANDA                     AV,KITTRIDGE                    ST,4006,1302,1,4,22,1,0,0
194348,194348,210112760,1630,0,Central,12,0,22,"THEFT, PERSON",0344 1822 1202 0346,69,2,1,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,22,100 S  SAN PEDRO                    ST,BROADWAY,2534,4163,1,5,16,0,1,0
284640,284640,211513166,200,14,N Hollywood,815,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0444,23,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,63,11500    TIARA                        ST,BROADWAY,3816,2756,1,7,2,1,0,0
106773,106773,200816310,1205,7,West LA,391,0,16,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0358 0385 0344 0346,30,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,16,200    HOMEWOOD                     RD,BROADWAY,2642,1764,0,8,12,0,0,0
57781,57781,200610053,220,5,Hollywood,308,0,4,ROBBERY,1822 0344 0342 0305 0334 0302 0355 0354 0327 0432,33,2,7,0,STREET,1,HAND GUN,1,Adult Other,4,OXFORD,SANTA MONICA                 BL,2939,3504,0,4,2,1,0,0
219803,219803,210916798,700,8,Van Nuys,491,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0216,38,0,17,146,BANK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,15100    VENTURA                      BL,BROADWAY,3595,1943,1,10,7,0,0,0
260347,260347,211818896,1800,17,Southeast,1015,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1822 1100,43,2,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,1900 E  112TH                        ST,BROADWAY,1372,4209,1,9,18,0,0,0
287132,287132,210311942,1210,2,Southwest,154,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0445 1402 0554 0913 0334 0602 0432,40,0,7,20,YARD (RESIDENTIAL/BUSINESS),62,UNKNOWN WEAPON/OTHER WEAPON,0,Adult Arrest,6,5100    6TH                          AV,BROADWAY,1995,3337,1,5,12,0,0,0
625729,625729,231214782,520,11,77th Street,663,1,60,BATTERY - SIMPLE ASSAULT,1206 0416,30,0,2,0,STREET,56,STICK,1,Adult Other,61,100 E  83RD                         ST,BROADWAY,1668,3834,3,5,5,1,0,0
287735,287735,211916769,1256,18,Mission,1055,0,0,CRIMINAL HOMICIDE,0430 0906 0371 1822 1100 1402,20,2,7,0,STREET,1,HAND GUN,0,Adult Arrest,0,CHATSWORTH                   ST,BURNET                       AV,4674,1951,1,11,12,1,0,0
5132,5132,201822267,1200,17,Southeast,1012,0,38,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 1202,65,2,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,100 W  112TH                        ST,BROADWAY,1368,3828,0,11,12,0,1,0
215604,215604,210708706,1700,6,Wilshire,318,0,15,BURGLARY FROM VEHICLE,1822 1300 0344,25,2,1,0,STREET,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,15,FAIRFAX,CLINTON,2847,2958,1,4,17,0,0,1
134820,134820,200609882,1300,5,Hollywood,296,0,22,"THEFT, PERSON",1202 0400 0344 1300 1309 0370 1822 0910,78,2,17,23,BUS STOP,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,22,HOLLYWOOD,WILCOX,3047,3263,0,4,13,0,1,0
292252,292252,210104761,1525,0,Central,31,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0334 0444 1822 2004 2003 0329 0416,49,2,7,1,SIDEWALK,60,PIPE/METAL PIPE,0,Adult Arrest,6,6TH,BROADWAY,2497,4053,1,0,15,0,0,0
139689,139689,201817412,2105,17,Southeast,997,1,60,BATTERY - SIMPLE ASSAULT,0913 0329 0416 0444 2002,40,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,10300 S  MAIN                         ST,BROADWAY,1457,3834,0,8,21,1,0,0
474357,474357,220415776,900,3,Hollenbeck,187,0,13,BURGLARY,0344,21,2,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,4600    VALLEY                       BL,BROADWAY,2720,4695,2,10,9,0,1,0
565862,565862,230125764,130,0,Central,39,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1813 1814 0444 0429 0417 0319 0408,22,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,63,1000 S  GRAND                        AV,BROADWAY,2497,4000,3,11,1,1,0,0
96669,96669,201011592,2130,9,West Valley,553,0,13,BURGLARY,0344 1606 1822 0431 0352,44,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,5100    GLORIA                       AV,BROADWAY,3654,1780,0,7,21,0,1,0
240630,240630,210408273,2200,3,Hollenbeck,212,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0446 2002 0340 2001 0913,35,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,63,300 N  LORENA                       ST,BROADWAY,2424,4636,1,3,22,1,0,0
310544,310544,220108408,1441,0,Central,45,0,38,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,28,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,39,700 S  MAIN                         ST,BROADWAY,2470,4059,2,2,14,0,1,0
140890,140890,201808397,1605,17,Southeast,997,0,4,ROBBERY,2000 1814 0416 0344 0401 0419 0334 0913,20,0,2,1,SIDEWALK,25,KNIFE WITH BLADE 6INCHES OR LESS,3,Invest Cont,4,95TH                         ST,FIGUEROA,1532,3746,0,2,16,1,0,0
268184,268184,211811067,930,17,Southeast,1012,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822,49,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,11200 S  BROADWAY,BROADWAY,0,4965,1,4,9,0,1,0
44227,44227,200918348,1300,8,Van Nuys,462,1,60,BATTERY - SIMPLE ASSAULT,0446 0416,26,2,7,53,OTHER BUSINESS,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,61,15200    VANOWEN                      ST,BROADWAY,3970,1926,0,11,13,1,0,0
201333,201333,212017373,730,19,Olympic,1103,0,17,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0385 1300 1822 0358,34,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,17,300 S  NEW HAMPSHIRE                AV,BROADWAY,2705,3644,1,10,7,0,0,0
424914,424914,220411264,1800,3,Hollenbeck,223,1,122,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 1822,23,0,7,53,OTHER BUSINESS,73,VERBAL THREAT,3,Invest Cont,123,2800 E  OLYMPIC                      BL,BROADWAY,2265,4396,2,6,18,0,0,0
153254,153254,212017092,430,19,Olympic,1087,0,15,BURGLARY FROM VEHICLE,0321 0344 1822 2032,52,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,500 N  PLYMOUTH                     BL,BROADWAY,2821,3367,1,9,4,0,0,1
687701,687701,240304521,2100,2,Southwest,159,0,84,BRANDISH WEAPON,0334 0416 0446 0913 1814 2000,27,0,2,1,SIDEWALK,32,OTHER KNIFE,3,Invest Cont,63,VERMONT                      AV,MARTIN LUTHER KING JR        BL,2140,3658,4,0,21,1,0,0
399897,399897,220608447,1405,5,Hollywood,308,0,13,BURGLARY,1822 0344,55,2,1,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,1100 N  ARDMORE                      AV,BROADWAY,2939,3561,2,3,14,0,1,0
254774,254774,211518984,1830,14,N Hollywood,823,0,12,SHOTS FIRED AT INHABITED DWELLING,1100 1822,29,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",5,UNKNOWN FIREARM,3,Invest Cont,12,11900    ALBERS                       ST,BROADWAY,3734,2652,1,11,18,1,0,0
129743,129743,201009365,1700,9,West Valley,531,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 0416 0913 1218 1814,39,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,63,6100    RESEDA                       BL,BROADWAY,3838,1215,0,4,17,1,0,0
325799,325799,220308275,1218,2,Southwest,124,1,73,"BUNCO, GRAND THEFT",1900 0344 1822,27,0,2,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,74,2800 S  FIGUEROA                     ST,BROADWAY,2293,3800,2,2,12,0,1,0
635707,635707,231809090,2300,17,Southeast,1013,1,60,BATTERY - SIMPLE ASSAULT,0913 0602 0554 0319 0448 0419 0416,36,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,61,600 E  109TH                        ST,BROADWAY,1408,3921,3,3,23,1,0,0
29507,29507,201210339,2330,11,77th Street,644,0,4,ROBBERY,1822 0344 0416,39,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,4,62ND,FIGUEROA,1864,3746,0,3,23,1,0,0
547080,547080,230120899,900,0,Central,35,0,2,"RAPE, FORCIBLE",0500 1820 0913 1218 2004 1402 2060,46,0,7,1,SIDEWALK,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,2,5TH                          ST,CROCKER,2461,4153,3,8,9,0,0,0
391972,391972,220810833,1800,7,West LA,418,0,53,BIKE - STOLEN,0344,29,2,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,54,1300 S  BARRINGTON                   AV,BROADWAY,2503,1983,2,0,18,0,1,0
143361,143361,200915399,1100,8,Van Nuys,492,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822 1202 2003 0446,67,2,12,104,GAS STATION,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,6,4700    VAN NUYS                     BL,BROADWAY,3578,2043,0,9,11,0,0,0
229172,229172,212011356,1045,19,Olympic,1098,1,107,TRESPASSING,1202 1822,88,0,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,108,500    LORRAINE                     BL,BROADWAY,2667,3373,1,6,10,0,0,0
507454,507454,232009890,700,19,Olympic,1122,0,15,BURGLARY FROM VEHICLE,1300 1601 0344 1822,25,2,2,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,15,2600 W  PICO                         BL,BROADWAY,2540,3636,3,3,7,0,0,1
31931,31931,202005390,15,19,Olympic,1098,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0416 0448 1243 1813 2000 0913,38,2,12,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,63,600 S  NORTON                       AV,BROADWAY,2668,3407,0,0,0,1,0,0
177735,177735,211013125,1545,9,West Valley,522,1,26,THEFT OF IDENTITY,1822,56,0,17,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,19000    GAULT                        ST,BROADWAY,4024,1104,1,8,15,0,1,0
25176,25176,201222749,1245,11,77th Street,644,0,12,SHOTS FIRED AT INHABITED DWELLING,1402 1407 1100 0329 0906,33,2,7,121,FURNITURE STORE,5,UNKNOWN FIREARM,3,Invest Cont,12,5900 S  VERMONT                      AV,BROADWAY,1903,3658,0,9,12,1,0,0
87170,87170,201216093,2030,11,77th Street,655,0,5,ATTEMPTED ROBBERY,1900 1822 0337 0302 0443 0312,21,2,7,7,PARKING LOT,0,REVOLVER,3,Invest Cont,5,7200 S  FIGUEROA                     ST,BROADWAY,1772,3746,0,6,20,1,0,0
663378,663378,241006964,1200,9,West Valley,546,1,66,DOCUMENT FORGERY / STOLEN FELONY,1822 0924,39,2,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,67,18600    VENTURA                      BL,BROADWAY,3729,1189,4,2,12,0,0,0
130264,130264,200313458,830,2,Southwest,134,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0445 1266 0202 1202,62,2,7,7,PARKING LOT,62,UNKNOWN WEAPON/OTHER WEAPON,3,Invest Cont,6,5100    OBAMA                        BL,BROADWAY,2246,3007,0,5,8,0,0,0
592359,592359,231221432,120,11,77th Street,661,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,36,0,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,79,600 W  82ND                         ST,BROADWAY,1692,3724,3,9,1,0,0,0
541025,541025,230321191,310,2,Southwest,125,0,6,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0319 0416 0417 0429 0446 0913 1202 1816 2034 1402,66,2,2,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,6,3000    WEST VIEW                    ST,BROADWAY,2314,3081,3,11,3,0,0,0
510222,510222,231606849,1400,15,Foothill,888,1,78,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329 1609,30,0,7,21,"VEHICLE, PASSENGER/TRUCK",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",0,Adult Arrest,79,12800    WENTWORTH                    ST,BROADWAY,4401,2462,3,3,14,0,0,0
272738,272738,210512151,1340,4,Harbor,247,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1813 2000 0913,33,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1,Adult Other,80,1000 W  D                            ST,BROADWAY,474,3824,1,7,13,0,1,0
157426,157426,212115231,1500,20,Topanga,1184,0,13,BURGLARY,1601 0344,34,2,17,53,OTHER BUSINESS,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,13,21300    OXNARD                       ST,BROADWAY,3823,625,1,9,15,0,1,0
12126,12126,201908134,1804,18,Mission,1040,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,47,2,7,7,PARKING LOT,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,12900    FOOTHILL                     BL,BROADWAY,4999,2483,0,2,18,0,1,0
666670,666670,241007116,1200,9,West Valley,560,1,26,THEFT OF IDENTITY,1822 0929,76,2,1,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,4400    ROCHELLE                     PL,BROADWAY,3543,1488,4,1,12,0,1,0
463400,463400,221712248,1700,16,Devonshire,933,1,26,THEFT OF IDENTITY,1822 0922,45,0,7,127,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,21600    DEVONSHIRE                   ST,BROADWAY,4636,555,2,6,17,0,1,0
551130,551130,230410777,1513,3,Hollenbeck,203,1,62,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 0448 0400 1813 1243,25,0,7,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,63,3000 E  CESAR E CHAVEZ               AV,BROADWAY,2467,4569,3,6,15,1,0,0
238185,238185,210208323,1400,1,Rampart,96,1,130,OTHER MISCELLANEOUS CRIME,1822 0342 0385 0344 1309,50,2,7,0,STREET,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,131,VALENCIA,OLYMPIC,2515,3849,1,3,14,0,0,0
88040,88040,202007136,1000,19,Olympic,1097,0,93,SEXUAL PENETRATION W/FOREIGN OBJECT,0913 2024 1815 0522 0505 0507 0515 1251 1258,11,0,2,172,JUNIOR HIGH SCHOOL,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4,Juv Arrest,91,100 N  VERMONT                      AV,BROADWAY,2761,3656,0,2,10,0,0,0
184796,184796,210911378,2215,8,Van Nuys,463,1,26,THEFT OF IDENTITY,0926 0930 0929 0922,20,0,7,149,AUTOMATED TELLER MACHINE (ATM),61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,26,6600    WOODMAN                      AV,BROADWAY,3934,2174,1,5,22,0,1,0
182604,182604,210318086,2130,2,Southwest,154,1,79,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 0311,33,2,17,126,SINGLE FAMILY DWELLING,61,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",3,Invest Cont,80,4400    11TH                         AV,BROADWAY,2063,3279,1,9,21,0,1,0
